カード種別	カード名	星	イベント名	選択肢1	結果1	選択肢2	結果2	選択肢3	結果3	選択肢4	結果4	選択肢5	結果5
育成ウマ娘	ゴールドシップ	星2	目指せ社会人編	選択肢なし	根性+5								
育成ウマ娘	ゴールドシップ	星2	ゴルシ、空へ…？	選択肢なし	体力+15 根性-5 やる気ダウン ランダムで『なまけ癖』になる								
育成ウマ娘	ゴールドシップ	星2	ゴルシ危うし！？	選択肢なし	やる気ダウン								
育成ウマ娘	ゴールドシップ	星2	ゴールドシップ登場！	選択肢なし	スキルPt+120								
育成ウマ娘	ゴールドシップ	星2	頭痛で憂鬱	選択肢なし	賢さ-5 やる気ダウン								
育成ウマ娘	ゴールドシップ	星2	不在の理由は……	選択肢なし	体力+10 やる気ダウン 秋川理事長の絆ゲージ-5								
育成ウマ娘	ゴールドシップ	星2	デビュー戦の後に	1位(迷走)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(迷走)	5種ステータスからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ゴールドシップ	星2	ホープフルSの後に	1位	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(エデンへの道)	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ゴールドシップ	星2	皐月賞の後に	1位(4月の仇)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4 『急ぎ足』のヒントLv+1	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(迷走)	5種ステータスからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ゴールドシップ	星2	菊花賞の後に	1位(エデンへ至るヒント)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	ゴールドシップ	星2	有馬記念の後に	1位(キーワードを集めよ)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位	5種ステータスを+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	ゴールドシップ	星2	天皇賞(春)の後に	1位	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位(キーワード①)	5種ステータスを+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	ゴールドシップ	星2	宝塚記念の後に	1位(キーワード②)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4								
育成ウマ娘	ゴールドシップ	星2	天皇賞(秋)の後に	1位(キーワード③)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4								
育成ウマ娘	ゴールドシップ	星2	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	ゴールドシップ	星2	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	ゴールドシップ	星2	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	ゴールドシップ	星2	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	ゴールドシップ	星2	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	ゴールドシップ	星2	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	ゴールドシップ	星2	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	ゴールドシップ	星2	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	ゴールドシップ	星2	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
育成ウマ娘	ウオッカ	星2	河川敷でガチバトル！	石を選び抜こう	賢さ+10 スキルPt+15	回転がカギだぞ	『ギアシフト』のヒントLv+1						
育成ウマ娘	ウオッカ	星2	甘くなれない素直さ	いや、あの量はキツイかな……	体力+10 スキルPt+5	ああ、おいしそうだ！	体力+30 スキルPt+10						
育成ウマ娘	ウオッカ	星2	たまにはガキの頃みたく	ここは鬼ごっこだろう！	スピード+10	ジャングルジムはどうだ？	パワー+10						
育成ウマ娘	ウオッカ	星2	挑め、”宿命”	姫を取り合うライバル騎士	スタミナ+10	補習への道を阻む敵幹部	スピード+10						
育成ウマ娘	ウオッカ	星2	カッコ良さの基準	いつもの！	賢さ+10	コーヒーをブラックで	根性+10						
育成ウマ娘	ウオッカ	星2	レース入着	十分カッコよかったぞ！	体力-20 賢さ+6 スキルPt+30	次こそ1着を取ろう	体力-5 スタミナ+4 スキルPt+30						
育成ウマ娘	ウオッカ	星2	レース勝利！	ああ、今夜は盛大に乾杯しよう！	体力-15 スタミナ+9 スキルPt+30	次のレースでも魅せてくれ！	体力-5 スタミナ+5 スキルPt+30						
育成ウマ娘	ウオッカ	星2	追加の自主トレ	もうひとっ走りしようか！	体力-5 直前のトレーニングに応じたステータス+5 秋川理事長の絆ゲージ+5	それは行き過ぎかと……	体力+5						
育成ウマ娘	ウオッカ	星2	ダンスレッスン	フィットネスバイクなんかどうだろう	根性+10	走り込みが1番だろう	スタミナ+10						
育成ウマ娘	ウオッカ	星2	新年の抱負	福娘獲得	スピード+10	二輪三味	体力+20	猿人全解	スキルpt+20				
育成ウマ娘	ウオッカ	星2	夏合宿（2年目）にて	ヘビーカステラ	パワー+10	くじ引き	根性+10						
育成ウマ娘	ウオッカ	星2	初詣	ガソリンたくさん	体力+30	大排気量	5種ステータスを+5	サイドカー付き	スキルPt+35				
育成ウマ娘	ウオッカ	星2	急な雨にはご用心	選択肢なし	体力-10 やる気ダウン								
育成ウマ娘	ウオッカ	星2	礼儀は大事なんだよっ！	選択肢なし	やる気ダウン								
育成ウマ娘	ウオッカ	星2	名指導	選択肢なし	スピード+10 ランダムで『練習上手◯』取得								
育成ウマ娘	ウオッカ	星2	夢のジャンクション	選択肢なし	パワー+5								
育成ウマ娘	ウオッカ	星2	輝くボディに釘付け？	選択肢なし	体力+15 やる気ダウン 根性-5								
育成ウマ娘	ウオッカ	星2	これは悪夢だ！	選択肢なし	やる気ダウン 賢さ-5								
育成ウマ娘	ウオッカ	星2	エンジンに火をつけろ！	選択肢なし	やる気アップ スピード+5 スタミナ+5 パワー+5 根性+5 賢さ+5 スキルPt+30								
育成ウマ娘	ウオッカ	星2	開戦のクロスロード	選択肢なし	パワー+5								
育成ウマ娘	ウオッカ	星2	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	ウオッカ	星2	晴れのちスリッピー	選択肢なし	根性+5								
育成ウマ娘	ウオッカ	星2	アウトロー・アゲイン	選択肢なし	パワー+5								
育成ウマ娘	ウオッカ	星2	星屑のスターロード	選択肢なし	スピード+5 パワー+5								
育成ウマ娘	ウオッカ	星2	ウオッカ登場！	選択肢なし	スキルPt+120								
育成ウマ娘	ウオッカ	星2	乙名史記者の悦楽取材	選択肢なし	体力-15 やる気アップ スピード+8 スキルPt+35 ファン+500人 『対抗意識◯』のヒントLv+1 乙名史記者の絆ゲージ+15								
育成ウマ娘	ウオッカ	星2	デビュー戦の後に	1位(次はデッカく！)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位(次はデッカく！)	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(次はデッカく！)	5種ステータスからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウオッカ	星2	阪神JFの後に	1位(精一杯のウイリー！)	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下(精一杯のウイリー！)	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウオッカ	星2	チューリップ賞の後に	1位(先制勝利！)	5種ステータスを+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位(前哨戦敗北)	5種ステータスを+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(先制勝利！)	5種ステータスを+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウオッカ	星2	桜花賞の後に	1位	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(灼熱の余韻)	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下(迷えるloser)	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウオッカ	星2	日本ダービーの後に	1位	5種ステータスを+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(挽回に向けて)	5種ステータスを+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウオッカ	星2	秋華賞の後に	1位(勝利に酔って)	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウオッカ	星2	有馬記念の後に	1位	5種ステータスを+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(迷走の始まり)	5種ステータスを+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウオッカ	星2	ヴィクトリアマイルの後に	1位(新たな輝き)	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウオッカ	星2	安田記念の後に	1位(俺流アクセルon！)	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウオッカ	星2	天皇賞（秋）の後に	1位(自分を生きてこそ)	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
